BlockPath,BlockType,LibraryLink,Parameter,Value
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","Saturation","[0 0 ; 0.01 10 ; 1 10.5]"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","CoreLoss","[100]"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","BreakLoop","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","DiscreteSolver","Trapezoidal iterative"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","DataType","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","InitialFlux","3.88081416677833e-06"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/CT 2000//5 A
25 VA","SubSystem","spsSaturableTransformerLib/Saturable Transformer","TransfoNumber","1"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/I2","SubSystem","spsCurrentMeasurementLib/Current Measurement","PhasorSimulation","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/I2","SubSystem","spsCurrentMeasurementLib/Current Measurement","OutputType","Magnitude"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/I2","SubSystem","spsCurrentMeasurementLib/Current Measurement","PSBequivalent","0"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Conn1","PMIOPort","","Port","1"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Conn1","PMIOPort","","Side","Left"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Conn1","PMIOPort","","ConnectionType","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Conn2","PMIOPort","","Port","2"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Conn2","PMIOPort","","Side","Right"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Conn2","PMIOPort","","ConnectionType","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","Port","1"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","SignalObject","[]"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","StorageClass","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","EnsureOutportIsVirtual","off"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","SourceOfInitialOutputValue","Dialog"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","OutputWhenDisabled","held"
"TransformerWithCTSaturationz_DISCONNECTED/CT3/Out1","Outport","","InitialOutput","[]"
